duty_name,duty_addr,wgs84lon,wgs84lat,dutyTel,dutyEmclsName
강원특별자치도강릉의료원,강원특별자치도 강릉시 경강로 2007 (남문동),128.8887963251862,37.74931042017154,"033-610-1200, 033-610-1234",지역응급의료기관
강원특별자치도삼척의료원,강원특별자치도 삼척시 오십천로 418 (남양동),129.16370014395005,37.44027922704624,"033-572-1141, 033-570-7431",지역응급의료센터
강원특별자치도속초의료원,강원특별자치도 속초시 영랑호반길 3 (영랑동),128.5891194514502,38.21622784728713,"033-630-6000, 033-630-6036",지역응급의료센터
강원특별자치도영월의료원,강원특별자치도 영월군 영월읍 중앙1로 59-  ( ),128.46530529870284,37.186588403987926,"033-370-9101, 033-370-9129",지역응급의료기관
강원특별자치도원주의료원,"강원특별자치도 원주시 서원대로 387 (개운동, 지방공사강원도원주의료원)",127.94896203327231,37.332496031537154,"033-761-6911, 033-760-4701",지역응급의료기관
강일병원,경상남도 김해시 가락로 359 (구산동),128.869611099,35.2567043538,"055-822-0100, 055-822-0119",지역응급의료기관
거창적십자병원,경상남도 거창군 거창읍 중앙로 91,127.90877080146283,35.686801911628535,"0559443251, 055-949-3359",지역응급의료기관
건국대학교병원,서울특별시 광진구 능동로 120-1 (화양동),127.0721229093036,37.54084479467721,"1588-1533, 02-2030-5555",지역응급의료센터
건국대학교충주병원,충청북도 충주시 국원대로 82 (교현동),127.92863660615964,36.97897509717851,"043-840-8593, 043-840-8330",지역응급의료센터
검단탑병원,인천광역시 서구 청마로19번길 5 (당하동),126.6710400927469,37.59241914491385,"032-590-0114, 032-590-0077",지역응급의료센터
경기도의료원수원병원,경기도 수원시 장안구 수성로245번길 69 (정자동),126.99638776108885,37.29188165276277,"031-888-0114, 031-888-0119",지역응급의료기관
경기도의료원안성병원,"경기도 안성시 남파로 95, 경기도의료원 안성병원 (당왕동)",127.26033944589187,37.01736702955601,"031-8046-5000, 031-8046-5119",지역응급의료기관
경기도의료원의정부병원,경기도 의정부시 흥선로 142 (의정부동),127.04255485020957,37.74108830096243,"0318285000, 031-828-5119",지역응급의료기관
경기도의료원이천병원,경기도 이천시 경충대로 2742 (관고동),127.43266388888888,37.282694444444445,"031-630-4200, 031-630-4333",지역응급의료센터
경기도의료원파주병원,"경기도 파주시 중앙로 207, 경기도립의료원파주병원 (금촌동)",126.779637936,37.7548802103,"031-940-9100, 031-940-9119",지역응급의료센터
경기도의료원포천병원,경기도 포천시 포천로 1648 (신읍동),127.1983186069986,37.903264018475866,"031-539-9114, 031-539-9119",지역응급의료센터
경북대학교병원,"대구광역시 중구 동덕로 130 (삼덕동2가, 경북대학교병원)",128.60431466100362,35.866235497221617,"053-200-5114, 053-200-5100",권역응급의료센터
경상국립대학교병원,경상남도 진주시 강남로 79 (칠암동),128.09564813723503,35.176340165507916,"055-750-8000, 055-750-8282",권역응급의료센터
경상남도마산의료원,경상남도 창원시 마산합포구 3·15대로 231 (중앙동3가),128.56551976148475,35.19906819846745,"055-249-1000, 055-249-1119",지역응급의료기관
경상북도김천의료원,경상북도 김천시 모암길 24 (모암동),128.12649330522635,36.12249076001089,"054-432-8901, 054-429-8234",지역응급의료기관
경상북도안동의료원,"경상북도 안동시 태사2길 55 (북문동, 470)",128.73213342858523,36.56826733448251,"054-850-6000, 054-850-6100",지역응급의료기관
경상북도포항의료원,"경상북도 포항시 북구 용흥로 36 (용흥동, (용흥동))",129.3549930430143,36.03462413480262,"054-247-0551, 054-245-0129",지역응급의료기관
경찰병원,"서울특별시 송파구 송이로 123, 국립경찰병원 (가락동)",127.12348793503201,37.496413213560785,"02-3400-1114, 02-3400-1300",지역응급의료기관
경희대학교병원,서울특별시 동대문구 경희대로 23 (회기동),127.05183223390303,37.5938765502235,"02-958-8114, 02-958-8114",지역응급의료센터
계명대학교경주동산병원,경상북도 경주시 봉황로 65 (서부동),129.20964031186756,35.84545696334947,"054-770-9500, 054-770-9420",응급실운영신고기관
계명대학교대구동산병원,"대구광역시 중구 달성로 56, 계명대학교대구동산병원 (동산동)",128.5829311080459,35.869459650891685,"053-250-8114, 053-250-8481",지역응급의료기관
계명대학교동산병원,대구광역시 달서구 달구벌대로 1035 (신당동),128.48012966656532,35.85388728949212,"053-1577-6622, 053-258-6301",지역응급의료센터
고려대학교의과대학부속구로병원,"서울특별시 구로구 구로동로 148, 고려대부속구로병원 (구로동)",126.8847449363546,37.49211114525054,"02-2626-1114, 02-2626-1550",권역응급의료센터
고려대학교의과대학부속안산병원,경기도 안산시 단원구 적금로 123 (고잔동),126.8250018362211,37.31885818300129,"031-1577-7516, 031-412-5381",권역응급의료센터
고신대학교복음병원,부산광역시 서구 감천로 262 (암남동),129.01572016067405,35.08029169184386,"051-990-6114, 051-990-6200",지역응급의료센터
곡성사랑병원,전라남도 곡성군 곡성읍 곡성로 761,127.2879760334259,35.27628370526432,"061-360-6000, 061-360-6008",지역응급의료기관
곽병원,대구광역시 중구 국채보상로 531 (수동),128.58872807724623,35.870693147975665,"053-252-2401, 053-605-3333",지역응급의료기관
광명성애병원,"경기도 광명시 디지털로 36, 광명성애병원 (철산동)",126.87192258470483,37.4734614743463,"02-2680-7114, 02-2680-7115",지역응급의료센터
광양사랑병원,전라남도 광양시 공영로 71 (중동),127.6969510970332,34.93614549410383,"061-797-7000, 061-797-7119",지역응급의료기관
광주기독병원,광주광역시 남구 양림로 37 (양림동),126.91198438867642,35.136682861070376,"062-650-5000, 062-650-5119",지역응급의료센터
광주병원,광주광역시 북구 면앙로139번길 51 (두암동),126.9281507303555,35.178949208210625,"062-260-7000, 062-260-7119",지역응급의료기관
광주보훈병원,광주광역시 광산구 첨단월봉로 99 (산월동),126.84947860623933,35.207797211036485,"062-602-6021, 062-602-6119",지역응급의료기관
광주센트럴병원,"광주광역시 광산구 수완로 6, A동1,3,5,6층/B동동 (신가동)",126.82909951503984,35.185893735732634,"062-950-9700, 062-960-5119",지역응급의료기관
광주수완병원,광주광역시 광산구 임방울대로 370 (수완동),126.82420927535313,35.19303617477934,"062-958-1111, 062-958-1119",지역응급의료기관
광주씨티병원,광주광역시 남구 서문대로654번길 5 (진월동),126.8995475485602,35.11776253778263,"062-460-7000, 062-460-7119",지역응급의료기관
광주열린병원,광주광역시 광산구 송도로 271 (송정동),126.79889471288638,35.13768234340966,"062-610-9000, 062-610-9119",응급실운영신고기관
광주일곡병원,광주광역시 북구 양일로 309 (일곡동),126.89760857687219,35.20286119554041,"062-608-7013, 062-608-7119",지역응급의료기관
광주한국병원,광주광역시 서구 월드컵4강로 223 (쌍촌동),126.86880878336211,35.15618108764772,"062-380-3000, 062-380-3119",지역응급의료기관
광주현대병원,광주광역시 북구 설죽로 291 (용봉동),126.89798149528589,35.18565646419727,"062-570-0336, 062-570-0119",지역응급의료기관
광주희망병원,광주광역시 북구 하서로 429 (용두동),126.87471568685204,35.21344678097714,"062-608-6000, 062-608-6119",지역응급의료기관
구례병원,전라남도 구례군 구례읍 동편제길 4,127.46406009751603,35.215900947788214,"061780-3300, 061-780-3200",지역응급의료기관
구로성심병원,"서울특별시 구로구 경인로 427, 구로성심병원 (고척동)",126.86636039556485,37.49964578669388,"02-2067-1500, 02-2067-1515",지역응급의료기관
구미강동병원,경상북도 구미시 인동20길 46 (진평동),128.42297791647263,36.096198858616574,"054-453-7575, 054-478-9521",지역응급의료기관
구포성심병원,부산광역시 북구 낙동대로 1786 (구포동),129.0047510374652,35.20971002878793,"051-330-2001, 051-330-2090",지역응급의료기관
국군수도병원,경기도 성남시 분당구 새마을로177번길 81 (율동),127.14858611111111,37.39186666666668,"031-725-6075, 031-725-6119",지역응급의료기관
국립암센터,경기도 고양시 일산동구 일산로 323 (마두동),126.78327945120733,37.664170778165285,"031-920-0114, 031-920-0119",지역응급의료기관
국립중앙의료원,"서울특별시 중구 을지로 245, 국립중앙의료원 (을지로6가)",127.00579539705472,37.56733955813183,"02-2260-7114, 02-2276-2114",지역응급의료센터
국민건강보험공단일산병원,"경기도 고양시 일산동구 일산로 100 (백석동,백석1동 1241외1필지 4층)",126.792204040477,37.64530592402248,"1577-0013, 031-900-0761",권역응급의료센터
굿모닝병원,울산광역시 남구 삼산로 110 (달동),129.31995893362847,35.535010719916684,"052-259-9000, 052-259-9119",응급실운영신고기관
근로복지공단 창원병원,경상남도 창원시 성산구 창원대로 721 (중앙동),128.6715437456084,35.21861866618743,"055-280-7777, 055-280-0400",응급실운영신고기관
근로복지공단대전병원,대전광역시 대덕구 계족로 637 (법동),127.42849985514822,36.36857686754784,"042-670-5419, 042-670-5119",응급실운영신고기관
근로복지공단동해병원,"강원특별자치도 동해시 하평로 11-  (평릉동, (평릉동))",129.1058560226859,37.53232311891651,"033-530-3100, 033-530-3119",지역응급의료기관
근로복지공단순천병원,전라남도 순천시 조례1길 24 (조례동),127.524525911996,34.960325022571,061-720-7575,응급실운영신고기관
근로복지공단안산병원,"경기도 안산시 상록구 구룡로 87, 근로복지공단안산병원 (일동)",126.87402848671928,37.31687107499767,"031-500-1114, 031-500-1119",지역응급의료기관
근로복지공단인천병원,인천광역시 부평구 무네미로 446 (구산동),126.75331590774624,37.476349746510174,032-500-0114,응급실운영신고기관
근로복지공단정선병원,강원특별자치도 정선군 정선읍 봉양1길 145,128.658420530712,37.3829238141538,"033-560-7100, 033-560-7150",지역응급의료기관
근로복지공단태백병원,강원특별자치도 태백시 보드미길 8 (장성동),129.0042870499601,37.10404228529155,"033-580-3114, 033-580-3119",지역응급의료기관
금일마취통증의학과의원,"전라남도 완도군 금일읍 감목길 5, 금일마취통증의학과의원",127.0297611902535,34.349483798831656,061-553-3577,응급실운영신고기관
기쁨병원,"서울특별시 서초구 서초중앙로 4, 기쁨병원 (서초동)",127.018063486739,37.482713030212,02-570-1234,응급실운영신고기관
김제우석병원,전북특별자치도 김제시 서암4길 45 (서암동),126.87969956139741,35.80673935689978,"063-540-5114, 063-540-5119",지역응급의료기관
나사렛종합병원,"대구광역시 달서구 월배로 97, 나사렛병원 (진천동)",128.525094795643,35.8147002604042,"053-643-1400, 053-643-3119",지역응급의료기관
나은필병원,"충청남도 천안시 동남구 만남로 64, 1층일부,4~9층 (신부동)",127.159326385319,36.8191502671463,"041-417-0001, 041-417-1191",응급실운영신고기관
나주종합병원,전라남도 나주시 영산로 5419 (성북동),126.721436111111117,35.036402777777781,"061-330-6114, 061-330-6112",지역응급의료기관
남양주한양병원,경기도 남양주시 오남읍 양지로 47-55,127.2043136287129,37.682380941575715,"031-510-0114, 031-510-0119",지역응급의료센터
노원을지대학교병원,"서울특별시 노원구 한글비석로 68, 을지병원 (하계동)",127.07000281991385,37.636442927386746,"02-970-8000, 02-970-8282",지역응급의료센터
녹색병원,서울특별시 중랑구 사가정로49길 53 (면목동),127.08605546969357,37.58362083896108,"02-490-2000, 02-490-2113",지역응급의료기관
뉴대성병원,"경기도 부천시 원미구 부천로 91, ,부흥로373번길18, 부흥로377(기존디에스병원A동) (심곡동)",126.78381841037,37.492016398433044,"032-610-1111, 032-610-1100",응급실운영신고기관
단국대학교의과대학부속병원,"충청남도 천안시 동남구 망향로 201 (안서동, 단국대학교의과대학부속병원)",127.17327537305154,36.84295215169462,"041-550-7114, 041-550-6840",권역응급의료센터
단양군보건의료원,"충청북도 단양군 단양읍 삼봉로 53, 단양군보건의료원",128.36667620351827,36.984540593096746,043-420-3201,응급실운영신고기관
담양사랑병원,전라남도 담양군 담양읍 천변7길 19,126.98263077003997,35.31524596036869,"061-380-9000, 061-380-9119",지역응급의료기관
당진종합병원,충청남도 당진시 반촌로 5-15 (시곡동),126.68435813411776,36.90439755063778,"041-357-0100, 041-358-3624",지역응급의료센터
대구가톨릭대학교병원,대구광역시 남구 두류공원로17길 33 (대명동),128.56742621424615,35.843065593522674,"053-650-3000, 053-650-3025",지역응급의료센터
대구가톨릭대학교칠곡가톨릭병원,대구광역시 북구 칠곡중앙대로 440 (읍내동),128.54925198548904,35.934879518784534,"053-320-2500, 053-320-2111",지역응급의료기관
대구굿모닝병원,대구광역시 남구 성당로 224 (대명동),128.5740666762668,35.85296709243215,"053-620-9100, 053-620-9119",지역응급의료기관
대구의료원,대구광역시 서구 평리로 157 (중리동),128.5405609266984,35.859623434747526,"053-560-7575, 053-560-7288",지역응급의료기관
대구파티마병원,대구광역시 동구 아양로 99 (신암동),128.62383509209542,35.88393360650045,"053-1688-7770, 053-940-7119",지역응급의료센터
대동병원,부산광역시 동래구 충렬대로 187 (명륜동),129.08021549527504,35.204273174435535,"051-554-1233, 051-550-9391",지역응급의료센터
대림성모병원,"서울특별시 영등포구 시흥대로 657 (대림동, 대림성모병원)",126.90716948025135,37.49068925436284,"02-829-9000, 02-829-9129",지역응급의료기관
대송의료재단무안병원,전라남도 무안군 무안읍 몽탄로 65,126.48926066040337,34.99175918279295,"061-450-3000, 061-450-3119",지역응급의료기관
대아의료재단한도병원,경기도 안산시 단원구 선부광장로 103 (선부동),126.80765584591039,37.334033447174896,"031-8040-1114, 031-8040-1129",지역응급의료센터
대자인병원,"전북특별자치도 전주시 덕진구 견훤로 390 (우아동3가,(우아동3가))",127.153316348062,35.84599245880299,"063-240-2000, 063-250-8701",지역응급의료센터
대전보훈병원,대전광역시 대덕구 대청로82번길 147 (신탄진동),127.43940812262,36.4469365928189,"042-939-0111, 042-939-0100",지역응급의료기관
대전한국병원,대전광역시 동구 동서대로 1672 (성남동),127.43575049626224,36.34831776122198,"042-606-1000, 042-606-1119",지역응급의료기관
대전화병원,대전광역시 동구 동대전로 39 (신안동),127.43918933617724,36.328994974921144,"042-620-7575, 070-7609-3531",응급실운영신고기관
대진의료재단분당제생병원,경기도 성남시 분당구 서현로180번길 20 (서현동),127.12132819639598,37.387871379956906,"031-779-0114, 031-779-0119",지역응급의료센터
대청병원,"대전광역시 서구 계백로 1322 (정림동, 대청병원)",127.37055327992432,36.308286328996566,"1899-6075, 042-589-0119",지역응급의료기관
더 조은병원,경상남도 고성군 고성읍 동외로 142,128.3262148441529,34.97372179164495,"055-672-1111, 055-804-8888",응급실운영신고기관
더블유병원,"대구광역시 달서구 달구벌대로 1632, 1634(2~7층) 더블유병원 (감삼동)",128.54496871658273,35.85264247289801,"053-550-5000, 053-550-5019",지역응급의료기관
동국대학교의과대학경주병원,경상북도 경주시 동대로 87 (석장동),129.19669937927446,35.85839884416154,"054-748-9300, 054-770-8306",지역응급의료센터
동국대학교일산불교병원,"경기도 고양시 일산동구 동국로 27 (식사동, 동국대학교일산병원)",126.8055658392,37.67643677699999,"031-1577-7000, 031-961-7777",지역응급의료센터
동남권원자력의학원원자력병원,부산광역시 기장군 장안읍 좌동길 40,129.24364922146094,35.321418988977406,"051-720-5114, 051-720-5911",지역응급의료기관
동두천중앙성모병원,경기도 동두천시 동광로 53 (생연동),127.05398051509534,37.90888404022765,"031-863-0550, 031-863-1339",응급실운영신고기관
동래봉생병원,부산광역시 동래구 안연로109번길 27 (안락동),129.0961666077834,35.19694647632553,"051-531-6000, 051-520-5700",지역응급의료기관
동아대학교병원,부산광역시 서구 대신공원로 26 (동대신동3가),129.01760368790894,35.12000583968841,"051-240-2400, 051-240-5300",권역응급의료센터
동아병원,광주광역시 남구 대남대로 238 (백운동),126.89990593135208,35.1347601218069,"062-650-2500, 062-650-2515",지역응급의료기관
동안산병원,경기도 안산시 상록구 월피로 88 (월피동),126.852680642321,37.3356927564414,"031-410-1116, 031-413-1116",응급실운영신고기관
드림종합병원,대구광역시 남구 대명로 153 (대명동),128.5743546304414,35.8396345121582,"053-640-8800, 053-640-8575",지역응급의료기관
매듭병원,"경기도 수원시 영통구 태장로 68, 매듭병원 (망포동)",127.05354381098,37.2389316890871,"031-1800-9909, 031-546-0030",응급실운영신고기관
메가병원,경상남도 김해시 계동로 237 (대청동),128.80394805433366,35.19136230343627,"055-903-9000, 055-903-9079",응급실운영신고기관
메디인병원,경기도 파주시 금릉역로 190(금촌동),126.7748532614,37.75804616829998,"0319431191, 031-570-7912",지역응급의료기관
명주병원,경기도 용인시 처인구 금령로39번길 8-6(김량장동),127.2010438256969,37.235142740879226,"1522-8119, 1522-8119",지역응급의료센터
명지성모병원,"서울특별시 영등포구 도림로 156, 명지성모병원 (대림동)",126.89925446922592,37.4938507104387,"1899-1475, 02-829-7800",지역응급의료기관
목포기독병원,전라남도 목포시 백년대로 303 (상동),126.4204245807054,34.80450726279005,"061-280-7500, 061-280-7119",지역응급의료기관
목포시의료원,"전라남도 목포시 이로로 18 (용해동, (용해동))",126.40538707879497,34.80395500792446,"061-260-6500, 061-260-6400",지역응급의료기관
목포한국병원,전라남도 목포시 영산로 483 (상동),126.4163391650001,34.8092145829474,"061-270-5500, 061-270-5666",권역응급의료센터
무주군보건의료원,"전북특별자치도 무주군 무주읍 한풍루로 413, 무주군보건의료원",127.67170265153939,36.00586316008286,"063-320-8314, 063-320-8315",지역응급의료기관
무척조은병원,경기도 파주시 문산읍 방촌로 1675-20,126.78097787974224,37.86396621605936,"031-954-1400, 031-954-1400",응급실운영신고기관
문산중앙병원,"경기도 파주시 문산읍 문향로39번길 53, 문산중앙병원",126.78322857702757,37.85424810677575,"031-950-9000, 031-950-9099",응급실운영신고기관
미래로21병원,광주광역시 서구 화운로 1 (화정동),126.88528864095338,35.14102639112141,"062-450-1000, 062-450-1119",지역응급의료기관
미즈메디병원,서울특별시 강서구 강서로 295 (내발산동),126.83602535156236,37.55225379358291,"02-2007-1111, 02-2007-1118",응급실운영신고기관
바른마디병원,경기도 성남시 중원구 광명로 330 (금광동),127.16256645920153,37.445269636513494,031-735-9110,응급실운영신고기관
바른병원,"경기도 이천시 경충대로 2543, 바른병원 (진리동)",127.45038927398872,37.27373314023728,"031-630-0300, 031-630-0399",응급실운영신고기관
반도병원,경상남도 진주시 남강로 701 (장대동),128.08828232510143,35.19175352096591,"0557476000, 055-749-0200",지역응급의료기관
베데스다복음병원,경상남도 양산시 신기로 28 (신기동),129.04356811738057,35.3532221786617,055-384-9901,응급실운영신고기관
보성아산병원,전라남도 보성군 미력면 가평길 36-17,127.104284083365,34.775470518786,"061-850-3410, 061-850-3119",지역응급의료기관
본바른병원,"경상남도 양산시 물금읍 청운로 343, 양산바른빌딩 1층일부, 4층~10층",129.0152648627,35.3269948206,"055-785-3117, 055-785-3117",응급실운영신고기관
봉화해성병원,경상북도 봉화군 봉화읍 보밑길 3,128.73350079244224,36.89170700324608,"054-673-1331, 054-679-1331",응급실운영신고기관
부민병원,"서울특별시 강서구 공항대로 389, 부민병원 (등촌동)",126.85094950539181,37.556940892893586,"1577-7582, 02-2620-0119",지역응급의료기관
부산광역시의료원,"부산광역시 연제구 월드컵대로 359 (거제동, 1동, 5동일부)",129.05917919433943,35.187312651309654,"051-507-3000, 051-607-2140",지역응급의료기관
부산대학교병원,부산광역시 서구 구덕로 179 (아미동1가),129.01922207984205,35.10105418267188,"051-240-7000, 051-240-7776",지역응급의료센터
부산성모병원(재단법인 천주교부산교구유지재단),부산광역시 남구 용호로232번길 25-14 (용호동),129.10919202844133,35.110457328247016,"051-933-7114, 051-933-7119",지역응급의료기관
부안성모병원,전북특별자치도 부안군 부안읍 오정2길 24,126.73452574138332,35.724815399252556,"063-581-5100, 063-580-8119",지역응급의료기관
부천세종병원,"경기도 부천시 소사구 호현로489번길 28 (소사본동, 세종병원)",126.79116743230001,37.4810049006,"1599-6677, 032-340-1119",지역응급의료센터
부천우리병원,"경기도 부천시 오정구 소사로 726, 지하4층~지상5층 (원종동)",126.8051855988659,37.52438752921628,"032-672-4100, 032-672-2400",응급실운영신고기관
분당서울대학교병원,"경기도 성남시 분당구 구미로173번길 82 (구미동, 분당서울대학교병원)",127.12448354572743,37.35202597297615,"031-787-2114, 031-787-3119",권역응급의료센터
비에스종합병원,인천광역시 강화군 강화읍 충렬사로 31,126.4857069547,37.7360530472,"032-290-0001, 032-290-0119",지역응급의료기관
비에이치에스한서병원,부산광역시 수영구 수영로 615 (광안동),129.1128811328,35.1610460623,"051-756-0081, 051-998-1119",지역응급의료센터
빌리브세웅병원,부산광역시 동래구 충렬대로 455 (안락동),129.108211921917,35.195932829913,"051-500-1100, 051-500-1119",응급실운영신고기관
빛가람종합병원,전라남도 나주시 정보화길 49-0 (빛가람동),126.798747430459,35.024204844204,"061-820-0820, 061-820-0909",지역응급의료기관
빛고을전남대학교병원,광주광역시 남구 덕남길 80 (덕남동),126.89638434544385,35.094479626794445,1899-0000,응급실운영신고기관
사랑의병원,"서울특별시 관악구 남부순환로 1860, -1,1,3,4,5층 (봉천동,  )",126.956285774259,37.4796247835746,"02-880-0114, 02-880-0119",응급실운영신고기관
산청군보건의료원,경상남도 산청군 산청읍 중앙로 97,127.88419591621033,35.4160463200281,"055-970-7500, 055-970-7582",지역응급의료기관
삼성서울병원,"서울특별시 강남구 일원로 81 (일원동, 삼성의료원)",127.08668245340024,37.48851613490445,"02-3410-2114, 02-3410-2060",지역응급의료센터
삼성합천병원,경상남도 합천군 합천읍 대야로 876,128.16327169035327,35.56635668398722,"055-933-2200, 070-5125-5030",지역응급의료기관
삼육부산병원,부산광역시 서구 대티로 170 (서대신동2가),129.01074979097717,35.11177720675051,"051-242-9751, 051-600-7750",지역응급의료기관
삼육서울병원,서울특별시 동대문구 망우로 82 (휘경동),127.0653288266823,37.587992001305395,"02-2244-0191, 02-2210-3566",지역응급의료센터
삼일병원,"대구광역시 달서구 월배로 436, 지하1,지상1~11층 (송현동)",128.5538551132049,35.8327479530047,"053-659-3100, 053-659-3119",지역응급의료기관
삼천포제일병원,"경상남도 사천시 중앙로 136, 삼천포제일병원 (벌리동)",128.0795128117,34.9375392862,"055-833-4400, 055-830-3099",지역응급의료기관
상무병원,광주광역시 서구 상무자유로 181-7 (치평동),126.85391840686486,35.15242290709782,"062-600-7000, 062-600-7119",지역응급의료기관
상주적십자병원,경상북도 상주시 상서문로 53 (남성동),128.15560122041242,36.414640776098004,"054-534-3501, 054-530-3171",지역응급의료기관
새금산병원,충청남도 금산군 금산읍 비단로 183,127.49620122672218,36.10403152848004,"041-754-8272, 041-754-8053",응급실운영신고기관
새통영병원,경상남도 통영시 무전7길 192 (무전동),128.4206525557243,34.86535758722789,"055-646-6000, 055-640-4119",지역응급의료기관
서광병원,광주광역시 서구 금화로59번길 6 (금호동),126.85552710578938,35.132568331498724,"062-600-8000, 062-600-8119",지역응급의료센터
서산중앙병원,충청남도 서산시 수석산업로 5 (수석동),126.50342177166652,36.78101237096687,"041-661-1000, 041-661-1195",지역응급의료센터
서울대학교병원,서울특별시 종로구 대학로 101 (연건동),126.99896308412191,37.57966608924356,"02-1588-5700, 02-2072-2475",권역응급의료센터
서울대학교치과병원,서울특별시 종로구 대학로 101 (연건동),126.997196437908,37.5804523853297,"1522-2700, 02-6256-3362",응급실운영신고기관
서울산보람병원,"울산광역시 울주군 삼남읍 중평로 53, 서울산보람병원",129.12071299840133,35.55991148325753,"052-255-7114, 052-255-7119",지역응급의료기관
서울성심병원,"서울특별시 동대문구 왕산로 259, 서울성심병원 (청량리동)",127.04983805981972,37.58419129209865,"02-966-1616, 02-966-1616",지역응급의료기관
서울적십자병원,"서울특별시 종로구 새문안로 9, 적십자병원 (평동)",126.96699861289684,37.56715536263689,"02-2002-8000, 02-2002-8888",지역응급의료기관
